numeric.date,crosser,group,focal.plant,focal.type,mom,mom.loc,mom.type,dad,dad.loc,dad.type,cross.ind,cross.loc,cross.type,w.capsule,n.seeds,seed1,seed2,seed3,seed4,r.cross.type,mom.geo,mom.sp,dad.geo,dad.sp,mom.pop,dad.pop,r.geo,r.sp,min1seed,minfert,intraspecific
42953,Kate,5,37AL,AL,37AL,KS,AL,30AC,PIMX1,AC,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42955,Kate,5,37AL,AL,37AL,KS,AL,30AC,PIMX1,AC,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42955,Kate,5,37AL,AL,37AL,KS,AL,30AC,PIMX1,AC,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,KS.L,PIMX1.C,AxA,LxC,FALSE,FALSE,FALSE
42870,Hanhan,5,37AL,AL,37AL,KS,AL,34SC,CCR,SC,34xx37,CCRxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CCR.C,AxS,LxC,FALSE,FALSE,FALSE
42873,Hanhan,5,37AL,AL,37AL,KS,AL,34SC,CCR,SC,34xx37,CCRxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CCR.C,AxS,LxC,FALSE,FALSE,FALSE
42873,Hanhan,5,37AL,AL,37AL,KS,AL,34SC,CCR,SC,34xx37,CCRxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CCR.C,AxS,LxC,FALSE,FALSE,FALSE
43044,Kate,5,37AL,AL,37AL,KS,AL,34SC,CCR,SC,34xx37,CCRxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CCR.C,AxS,LxC,FALSE,FALSE,FALSE
42939,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,0,0,NA,NA,NA,NA,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,FALSE,FALSE,TRUE
42942,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,0.8,0,NA,NA,NA,NA,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,FALSE,TRUE,TRUE
42943,Kate,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,0,0,NA,NA,NA,NA,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,FALSE,FALSE,TRUE
42939,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,39.2,1,32.8,0.6,0.2,0,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,TRUE,TRUE,TRUE
42963,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,32.7,1,28.1,0,0,0,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,TRUE,TRUE,TRUE
42932,Kate,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,120,4,28,27.3,27.6,27.2,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,TRUE,TRUE,TRUE
42942,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,125.6,4,27.9,28.9,30.2,29.3,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,TRUE,TRUE,TRUE
42942,Kate,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,82.7,3,26.5,25.7,22.9,0.4,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,TRUE,TRUE,TRUE
42943,Kate,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,61.6,2,25.7,27.4,0,0,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,TRUE,TRUE,TRUE
42901,Hanhan,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,60.1,2,25.6,26.6,0.3,0,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,TRUE,TRUE,TRUE
42979,Kate,5,37AL,AL,37AL,KS,AL,43SL,Site1,SL,37xx43,KSxxSite1,ALxxSL,30.7,1,23.9,0.5,0.3,0,ALxSL,A,L,S,L,KS.L,Site1.L,AxS,LxL,TRUE,TRUE,TRUE
42932,Kate,5,37AL,AL,37AL,KS,AL,80AL,LTS,AL,37xx80,KSxxLTS,ALxxAL,22.3,1,17.1,0.2,0.2,0.1,ALxAL,A,L,A,L,KS.L,LTS.L,AxA,LxL,TRUE,TRUE,TRUE
42940,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,0,0,NA,NA,NA,NA,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,FALSE,FALSE,TRUE
42946,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,0,0,NA,NA,NA,NA,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,FALSE,FALSE,TRUE
42947,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,1.8,0,NA,NA,NA,NA,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,FALSE,TRUE,TRUE
42947,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,85.5,3,26,24.2,25.7,0.8,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,TRUE,TRUE,TRUE
42944,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,69.4,3,21,21.8,18.8,0,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,TRUE,TRUE,TRUE
42946,Kate,5,37AL,AL,80AL,LTS,AL,37AL,KS,AL,37xx80,KSxxLTS,ALxxAL,43.2,2,17.2,19.1,0.4,0.5,ALxAL,A,L,A,L,LTS.L,KS.L,AxA,LxL,TRUE,TRUE,TRUE
42961,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,0.5,0,NA,NA,NA,NA,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,FALSE,FALSE,TRUE
42965,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,0,0,NA,NA,NA,NA,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,FALSE,FALSE,TRUE
42961,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,78.9,3,25.7,23,22.5,0,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
42940,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,32.3,1,25.2,0.1,NA,NA,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
42959,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,116.1,4,24.1,27.5,27.3,26.2,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
42970,Kate,5,37AL,AL,43SL,Site1,SL,37AL,KS,AL,37xx43,KSxxLTS,ALxxSL,97.7,4,21.8,22.1,22.1,21.9,SLxAL,S,L,A,L,Site1.L,KS.L,SxA,LxL,TRUE,TRUE,TRUE
42897,Hanhan,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
42897,Hanhan,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43004,Kate,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43005,Kate,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43006,Kate,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
43006,Kate,5,37AL,AL,30AC,PIMX1,AC,37AL,KS,AL,30xx37,KSxxPIMX1,ACxxAL,0,0,NA,NA,NA,NA,ACxAL,A,C,A,L,PIMX1.C,KS.L,AxA,CxL,FALSE,FALSE,FALSE
42923,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42923,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42923,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42923,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42926,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42926,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42932,Kate,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,0,0,NA,NA,NA,NA,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,FALSE,FALSE,TRUE
42927,Hanhan,7,40SC,SC,14AC,AUS,AC,40SC,CHAD,SC,14xx40,AUSxxCHAD,ACxxSC,79.7,2,33.5,34.4,0,0,ACxSC,A,C,S,C,AUS.C,CHAD.C,AxS,CxC,TRUE,TRUE,TRUE
42946,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,FALSE,FALSE,TRUE
42946,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,FALSE,FALSE,TRUE
42951,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,FALSE,FALSE,TRUE
42906,Hanhan,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42906,Hanhan,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42906,Hanhan,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42939,Kate,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42942,Kate,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42948,Kate,7,40SC,SC,40SC,CHAD,SC,37AL,KS,AL,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,KS.L,SxA,CxL,FALSE,FALSE,FALSE
42932,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42934,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42935,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42979,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42979,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42981,Kate,7,40SC,SC,40SC,CHAD,SC,3SL,CHAD,SL,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SCxSL,S,C,S,L,CHAD.C,CHAD.L,SxS,CxL,FALSE,FALSE,FALSE
42907,Hanhan,7,40SC,SC,40SC,CHAD,SC,14AC,AUS,AC,14xx40,AUSxxCHAD,ACxxSC,28.8,1,23.2,0,0,0,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42980,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,89.1,4,20.6,20.5,21.2,20.6,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,TRUE,TRUE,TRUE
42907,Hanhan,7,40SC,SC,40SC,CHAD,SC,14AC,AUS,AC,14xx40,AUSxxCHAD,ACxxSC,90,4,20.3,20.4,19.9,21.8,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42950,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,23.8,1,19.6,0,0,0,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,TRUE,TRUE,TRUE
42932,Kate,7,40SC,SC,40SC,CHAD,SC,14AC,AUS,AC,14xx40,AUSxxCHAD,ACxxSC,22.9,1,19.5,0,0,0,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42922,Hanhan,7,40SC,SC,40SC,CHAD,SC,14AC,AUS,AC,14xx40,AUSxxCHAD,ACxxSC,81.4,4,19.1,17.9,19,19.5,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42944,Kate,7,40SC,SC,40SC,CHAD,SC,27SC,Site1,SC,27xx40,CHADxxSite1,SCxxSC,60.8,3,18.4,18.9,18.3,0,SCxSC,S,C,S,C,CHAD.C,Site1.C,SxS,CxC,TRUE,TRUE,TRUE
42907,Hanhan,7,40SC,SC,40SC,CHAD,SC,14AC,AUS,AC,14xx40,AUSxxCHAD,ACxxSC,55,3,15.9,17,16.6,0,SCxAC,S,C,A,C,CHAD.C,AUS.C,SxA,CxC,TRUE,TRUE,TRUE
42933,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,FALSE,FALSE
42933,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,FALSE,FALSE
42934,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,FALSE,FALSE
42935,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,FALSE,FALSE
42935,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,0,0,NA,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,FALSE,FALSE
42979,Kate,7,40SC,SC,3SL,CHAD,SL,40SC,CHAD,SC,3xx40,CHADxxCHAD,SCxxSL,2,0,0.9,NA,NA,NA,SLxSC,S,L,S,C,CHAD.L,CHAD.C,SxS,LxC,FALSE,TRUE,FALSE
42904,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42904,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42904,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42925,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42926,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42927,Hanhan,7,40SC,SC,37AL,KS,AL,40SC,CHAD,SC,37xx40,CHADxxKS,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,KS.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42952,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42984,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,0,0,NA,NA,NA,NA,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,FALSE,FALSE,TRUE
42985,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,28.1,1,22.4,0.4,0,NA,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42984,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,50.2,2,22.1,21.4,0,0,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42950,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,63.5,3,20.4,19.2,18,0,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42934,Kate,7,40SC,SC,27SC,Site1,SC,40SC,CHAD,SC,27xx40,CHADxxSite1,SCxxSC,66.4,3,18,20.7,20.2,0,SCxSC,S,C,S,C,Site1.C,CHAD.C,SxS,CxC,TRUE,TRUE,TRUE
42964,Kate,17,41AL,AL,83SC,CHAD,SC,41AL,Kent,AL,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,Kent.L,SxA,CxL,FALSE,FALSE,FALSE
42981,Kate,17,41AL,AL,83SC,CHAD,SC,41AL,Kent,AL,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,Kent.L,SxA,CxL,FALSE,FALSE,FALSE
43015,Kate,17,41AL,AL,83SC,CHAD,SC,41AL,Kent,AL,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,Kent.L,SxA,CxL,FALSE,FALSE,FALSE
43022,Irene,17,41AL,AL,83SC,CHAD,SC,41AL,Kent,AL,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,SCxAL,S,C,A,L,CHAD.C,Kent.L,SxA,CxL,FALSE,FALSE,FALSE
42968,Kate,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42968,Kate,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42989,Kate,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42989,Kate,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42989,Kate,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42996,Irene,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42996,Irene,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42996,Irene,17,41AL,AL,41AL,Kent,AL,150AC,Ocean,AC,150xx41,KentxxOcean,ACxxAL,0,0,NA,NA,NA,NA,ALxAC,A,L,A,C,Kent.L,Ocean.C,AxA,LxC,FALSE,FALSE,FALSE
42955,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42965,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42970,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42970,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
43018,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
43025,Kate,17,41AL,AL,41AL,Kent,AL,83SC,CHAD,SC,41xx83,CHADxxKent,ALxxSC,0,0,NA,NA,NA,NA,ALxSC,A,L,S,C,Kent.L,CHAD.C,AxS,LxC,FALSE,FALSE,FALSE
42965,Kate,17,41AL,AL,41AL,Kent,AL,117SL,POL,SL,117xx41,KentxxPOL,ALxxSL,65.7,2,29.5,27.8,1.1,0.3,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
42955,Kate,17,41AL,AL,41AL,Kent,AL,117SL,POL,SL,117xx41,KentxxPOL,ALxxSL,126.3,4,28.8,29.7,30.2,28.8,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
42971,Kate,17,41AL,AL,41AL,Kent,AL,117SL,POL,SL,117xx41,KentxxPOL,ALxxSL,60.6,2,27.6,24.7,0.6,0.4,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
42981,Kate,17,41AL,AL,41AL,Kent,AL,29AL,KS,AL,29xx41,KentxxKS,ALxxAL,63.7,2,27,28.2,0.6,0.7,ALxAL,A,L,A,L,Kent.L,KS.L,AxA,LxL,TRUE,TRUE,TRUE
42970,Kate,17,41AL,AL,41AL,Kent,AL,117SL,POL,SL,117xx41,KentxxPOL,ALxxSL,58.8,2,26.8,25.6,0.4,0,ALxSL,A,L,S,L,Kent.L,POL.L,AxS,LxL,TRUE,TRUE,TRUE
